"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real"
"15310",1077314492,"The Nomads Gear","Apparel","Fashion","EUR","3/16/2016",3000,"2/13/2016 2:51",2,"failed",2,"IT",2.26,2.26,3383.71
"124059",1629797281,"Plant A Wish: NativeTree Planting Tour of all 50 States & Documentary Film","Documentary","Film & Video","USD","6/1/2010",3000,"4/30/2010 1:13",0,"failed",0,"US",0,0,3000
"72789",1370615352,"Tamanroar (Canceled)","Tabletop Games","Games","USD","11/15/2015",8500,"9/16/2015 1:15",191,"canceled",5,"US",191,191,8500
"176948",1900121990,"Toronto Mayor - Rock and a Hard Place","Documentary","Film & Video","USD","12/20/2013",1e+05,"11/20/2013 1:30",66,"failed",4,"US",66,66,1e+05
"53296",1271396268,"Frankie Bluejeans 2 -- A saga of sex, violence and baseball","Comic Books","Comics","USD","4/9/2016",5000,"3/10/2016 1:54",5995,"successful",87,"US",5995,5995,5000
"60563",1307840214,"VFE Pedals Junior Series - $100 American Made Effects Pedals","Hardware","Technology","USD","2/10/2013",10000,"1/17/2013 1:08",12049,"successful",71,"US",12049,12049,10000
"352417",86540568,"GeoBunnies Plush Toys - Geometrically shaped bunnies","Product Design","Design","USD","4/6/2015",9900,"3/7/2015 3:03",2435,"failed",44,"US",2435,2435,9900
"271308",450279056,"3D Paraglider","Games","Games","GBP","3/27/2014",1000,"2/25/2014 23:02",205,"failed",7,"GB",341.02,340.98,1663.31
"324755",723947419,"Inline Skates with Electronic Brakes","Hardware","Technology","NOK","4/28/2017",1500000,"3/29/2017 17:08",14472,"failed",7,"NO",1698.85,1696.42,175831.39
"40942",1208378855,"Red Angel Exclusive Megacon Variant","Art Books","Publishing","USD","3/1/2011",100,"2/10/2011 1:04",100,"successful",6,"US",100,100,100
"91596",1465392875,"The Uncommon Dream","Fiction","Publishing","USD","3/28/2015",7300,"2/26/2015 21:28",0,"failed",0,"US",0,0,7300
"363713",92311638,"Pokemon inspired Pokeball Stickers!","Illustration","Art","GBP","9/9/2016",200,"8/10/2016 21:22",85,"failed",4,"GB",0,113.27,266.51
"208070",2060347624,"Bluegrass Worlds CONNECT w/ the Shanghai Newgrass Project!","World Music","Music","USD","5/10/2013",2888,"4/11/2013 8:38",3051,"successful",56,"US",3051,3051,2888
"27965",1141980209,"Natty Blue LP","Music","Music","USD","12/12/2011",8000,"10/13/2011 10:27",8020,"successful",91,"US",8020,8020,8000
"18878",1095695324,"The Art of Story","Illustration","Art","USD","1/1/2012",4000,"12/15/2011 3:36",65,"failed",2,"US",65,65,4000
"77838",1395872163,"Vincent","Shorts","Film & Video","USD","10/2/2014",15000,"9/2/2014 15:39",15380,"successful",132,"US",15380,15380,15000
"37567",1190591293,"Help us to get funds to make iSlave documentary","Documentary","Film & Video","HKD","9/8/2017",40000,"8/9/2017 9:49",41381,"successful",36,"HK",920.29,5300.09,5123.21
"195328",1994781860,"One Click Donate (Canceled)","Web","Technology","EUR","10/24/2014",17500,"9/25/2014 9:33",2941.58,"canceled",43,"NL",3781.69,3723.75,22153.3
"166218",1845524708,"Tittle X: The World’s First Ultra Affordable Golf Simulator","Gadgets","Technology","USD","12/9/2016",30000,"11/2/2016 17:46",142713.5,"successful",1122,"US",26637.5,142713.5,30000
"304549",620646147,"The Stowaway - A Durable, Portable Roof Rack","Product Design","Design","USD","10/30/2016",15000,"9/27/2016 15:52",48095,"successful",535,"US",19144,48095,15000
"278630",487520051,"Impressive Ramen","Cookbooks","Food","USD","5/10/2017",5000,"3/11/2017 21:50",274,"failed",9,"US",53,274,5000
"114162",1579845118,"Quantow Gear Minicar, 1/67 scale Smartphone control RC car!","Gadgets","Technology","USD","11/1/2016",35000,"9/27/2016 23:03",4701,"canceled",122,"US",978,4701,35000
"212817",2084664114,"Cambodian Americans: After the Genocide","Web","Journalism","USD","6/10/2017",4500,"5/11/2017 22:12",31,"failed",4,"US",25,31,4500
"19976",1101395333,"Guys In Bowties Productions","Publishing","Publishing","USD","5/2/2015",10000,"4/2/2015 5:59",0,"failed",0,"US",0,0,10000
"204533",2041939217,"Subjects With Objects, Volume I","Art Books","Publishing","USD","1/3/2013",7500,"12/3/2012 15:26",7570.66,"successful",125,"US",7570.66,7570.66,7500
"170740",186857692,"""a Path"", The journey into a musical compilation project.","Music","Music","USD","12/24/2011",10000,"10/25/2011 8:15",35,"failed",2,"US",35,35,10000
"256805",375882921,"sBrake","Product Design","Design","USD","9/21/2012",18000,"8/22/2012 16:59",350,"failed",9,"US",350,350,18000
"270587",446801515,"James Haitchwai North American Tour 2012","Indie Rock","Music","USD","12/30/2011",1500,"11/15/2011 0:44",275,"failed",9,"US",275,275,1500
"234355",261380331,"Creative Thinking","Illustration","Art","USD","3/4/2015",500,"2/17/2015 16:57",1,"failed",1,"US",1,1,500
"75868",1386366145,"Tales of a Princess Warrior","Faith","Music","USD","6/1/2016",10000,"5/5/2016 19:01",30,"failed",1,"US",30,30,10000
"321409",706809963,"The Premiere of COURT/GARDEN","Performances","Dance","USD","6/13/2014",10000,"5/14/2014 15:16",10126.13,"successful",157,"US",10126.13,10126.13,10000
"275045",469496029,"Snake Oil Distillery (Canceled)","Drinks","Food","USD","10/18/2015",21000,"9/18/2015 3:03",400,"canceled",6,"US",400,400,21000
"166791",1848375651,"Love Beer, Love Finback: a new brewery in Queens","Food","Food","USD","10/10/2013",28000,"9/8/2013 21:31",30208,"successful",311,"US",30208,30208,28000
"8759",1044218210,"Why do gay men cheat?","Documentary","Film & Video","CAD","11/23/2014",11000,"10/24/2014 17:15",21,"failed",2,"CA",18.67,18.43,9651.66
"263143",408309450,"MODERN ENGLISH // Modern, Unisex Shoes, Handmade in England","Footwear","Fashion","GBP","6/22/2016",3000,"5/18/2016 10:47",10861.5,"successful",70,"GB",15702.93,14884.68,4111.22
"27986",1142110455,"Kody Backpack | From On The Grind To Off The Grid","Product Design","Design","USD","11/3/2017",7500,"9/25/2017 16:02",15883,"successful",118,"US",516,15883,7500
"264491",41529397,"Politics - Trumpland Expansion Pack (Expansion #3)","Tabletop Games","Games","USD","8/1/2017",500,"6/27/2017 23:37",893,"successful",52,"US",72,893,500
"256249",373176001,"Lubricheck, the digital 'blood tester' for your car","Technology","Technology","USD","6/7/2011",19500,"4/8/2011 17:26",28959.83,"successful",691,"US",28959.83,28959.83,19500
"102683",1521798358,"200 Portraits by August 31st 2013","Illustration","Art","USD","8/29/2013",2000,"7/30/2013 17:33",90,"failed",3,"US",90,90,2000
"300051",597848267,"Shadow Days - Fantasy, Deckbuilding, Combat and Survival","Tabletop Games","Games","USD","12/3/2011",12500,"10/19/2011 7:31",4076,"failed",98,"US",4076,4076,12500
"373232",971853207,"Projects of Earth: 100 Best Architectures in Asia","Children's Books","Publishing","USD","9/23/2017",40000,"8/24/2017 0:19",15,"canceled",1,"US",15,15,40000
"201174",2024472274,"Alter Earth Core Game.","Tabletop Games","Games","USD","5/1/2015",1e+05,"4/1/2015 21:10",22,"failed",3,"US",22,22,1e+05
"368840",949115768,"Dragon's Requim: Return of the Lunar Dragon","Video Games","Games","USD","4/2/2016",7500,"2/27/2016 5:27",31,"failed",4,"US",31,31,7500
"313740",667871133,"Changing the way fashion is viewed through creativity & tech","Ready-to-wear","Fashion","USD","4/18/2017",60000,"3/4/2017 1:10",210,"failed",3,"US",10,210,60000
"237886",279505908,"Nyarai's Creations","Crafts","Crafts","USD","8/2/2015",650,"6/17/2015 5:52",11,"failed",2,"US",11,11,650
"232882",253660255,"Rainbow Illusion Playing Cards Metallic Relaunch","Playing Cards","Games","USD","8/30/2015",5500,"7/31/2015 19:59",5659.06,"successful",204,"US",5659.06,5659.06,5500
"58961",1299932568,"23hrs || A Better World Starts With You","Web","Technology","USD","8/8/2015",18000,"6/9/2015 0:04",19398,"successful",110,"US",19398,19398,18000
"185734",1945521709,"Equitism","Film & Video","Film & Video","USD","3/22/2014",32000,"2/18/2014 3:22",33205,"successful",386,"US",33205,33205,32000
"82219",1418017983,"Sugar Tits Sugar Scrubs","DIY","Crafts","USD","5/14/2017",800,"4/14/2017 15:40",858,"successful",8,"US",71,858,800
"234905",264106790,"The Spirit of Youth","Musical","Theater","USD","2/14/2015",500,"1/19/2015 23:55",66,"failed",3,"US",66,66,500
"192930",1981777679,"Cathy's Cakes (Canceled)","Food","Food","USD","10/31/2014",5000,"9/29/2014 21:02",0,"canceled",0,"US",0,0,5000
"72295",1367939055,"Peaks Coffee Company","Restaurants","Food","USD","5/31/2016",15000,"5/2/2016 4:30",5135,"failed",67,"US",5135,5135,15000
"224111",2141607780,"The OLIO de Luxe Fragrances Collection","Accessories","Fashion","CAD","5/14/2017",1e+05,"4/10/2017 22:30",326,"failed",7,"CA",0,240.25,73697.4
"118409",1601585086,"Clock in the shape of an Apple","Design","Design","USD","5/1/2015",1000,"4/30/2015 18:20",0,"failed",0,"US",0,0,1000
"194333",198942043,"I F*d UP Startup","Technology","Technology","USD","10/30/2015",5000,"10/12/2015 21:14",0,"failed",0,"US",0,0,5000
"5160",1026305220,"The Relaunch: Flying Not Falling: New Age Music Gone World!","World Music","Music","USD","6/28/2017",1850,"6/21/2017 22:23",2475,"successful",53,"US",516,2475,1850
"145520",1739221972,"now&then Eco-Essential Pen: elegant, understated, functional","Product Design","Design","USD","1/14/2013",7000,"12/5/2012 4:49",27553.55,"successful",460,"US",27553.55,27553.55,7000
"338991",796839762,"eRecall : Protect Yourself From Defective Products","Web","Technology","USD","2/4/2015",50000,"1/5/2015 17:18",2121,"failed",6,"US",2121,2121,50000
"131673",1668239596,"MOCAFI","Apps","Technology","USD","12/31/2016",15000,"11/29/2016 20:08",20906,"successful",163,"US",150,20906,15000
"157859",1803010265,"Over The Sun 2015 Summer EP","Indie Rock","Music","USD","7/6/2015",800,"5/27/2015 21:29",900,"successful",11,"US",900,900,800
"106429",1540860889,"Grass Fed Pasture Sheep and Chicken Farm","Farms","Food","USD","1/1/2017",8e+05,"11/2/2016 16:51",2545,"failed",2,"US",0,2545,8e+05
"26431",113428133,"Sitpack ZEN the world's most compact chair + perfect posture","Product Design","Design","USD","12/30/2017",30000,"11/29/2017 15:12",518764,"successful",5338,"US",42163,518764,30000
"2238",1011666608,"Chasing a Feeling","Nonfiction","Publishing","USD","3/8/2014",7000,"1/7/2014 21:43",432,"failed",11,"US",432,432,7000
"131163",1665776684,"Team 32","Film & Video","Film & Video","GBP","8/23/2015",2000,"7/23/2015 18:36",0,"undefined",0,"N,0""",NA,0,3078.25
"217411",2107526015,"""Escaping the Snare of Pornography Addiction"" ....my story","Nonfiction","Publishing","USD","5/31/2015",2000,"4/21/2015 16:44",30,"failed",2,"US",30,30,2000
"14917",1075154247,"Ra's Trash Land Adventures (Canceled)","Family","Film & Video","USD","6/7/2016",1e+05,"5/8/2016 1:51",0,"canceled",0,"US",0,0,1e+05
"130990",1664920049,"Cleverer","Narrative Film","Film & Video","USD","7/12/2011",1e+05,"4/13/2011 10:36",7550,"failed",60,"US",7550,7550,1e+05
"125072",1634936176,"""The Journey Home""  Album by Sean McGee","World Music","Music","USD","10/30/2014",3950,"9/28/2014 8:06",332,"failed",9,"US",332,332,3950
"268708",437389450,"Intoxicated / Room 22: The Short Films","Film & Video","Film & Video","GBP","7/23/2016",4000,"5/24/2016 15:15",2307,"failed",38,"GB",1555.42,3037.64,5266.83
"300418",599755609,"DIGITAL MOMENTUM (Canceled)","Video Games","Games","USD","6/9/2014",30000,"4/25/2014 23:52",51,"canceled",7,"US",51,51,30000
"46245",1235271450,"After School Special","Woodworking","Crafts","USD","11/28/2014",12000,"10/29/2014 21:10",3025,"failed",19,"US",3025,3025,12000
"249678",339894580,"Stranger","Narrative Film","Film & Video","USD","6/21/2013",1250,"4/29/2013 21:56",171,"failed",8,"US",171,171,1250
"276781",478154484,"Platinum Rush: a Film by a Songwriter","Documentary","Film & Video","USD","4/3/2014",10000,"3/4/2014 0:59",10510.01,"successful",120,"US",10510.01,10510.01,10000
"372236",966776086,"Charcoal Streets: Hispanic Punk or Border Fantasy","Nonfiction","Publishing","USD","12/23/2010",7000,"11/8/2010 4:23",320,"failed",6,"US",320,320,7000
"70587",1359324274,"Star Hat Miniatures: Delvers Lost in the Dungeons of Doom! 2","Tabletop Games","Games","NZD","2/5/2017",3500,"1/17/2017 1:11",7568,"successful",68,"NZ",2805.52,5436,2514.01
"378252",998084086,"Just JavaScript","Software","Technology","USD","11/5/2012",20000,"10/6/2012 2:06",3992,"failed",77,"US",3992,3992,20000
"43301",1220398235,"Edward Boccia Monograph: An Undiscovered American Artist","Painting","Art","USD","9/16/2014",30000,"8/2/2014 13:45",1030,"failed",6,"US",1030,1030,30000
"357409",89071031,"ORGANIC CHOCOLATE,IT'S A F@@KING FRUIT MATE","Small Batch","Food","AUD","12/18/2015",5000,"11/23/2015 9:22",105,"failed",3,"AU",75.99,74.82,3563.03
"78590",1399929111,"Houston: Lost & Found","Design","Design","USD","5/16/2010",5000,"2/22/2010 0:09",90,"failed",3,"US",90,90,5000
"194450",1989967612,"Jogo Grips - Keep Shoelaces Tied!","Product Design","Design","USD","12/7/2015",10000,"11/9/2015 22:51",525,"failed",15,"US",525,525,10000
"132696",1673448195,"life in Cape Town","Photo","Journalism","EUR","12/11/2015",1000,"10/12/2015 17:52",10,"failed",1,"DE",11.36,10.95,1095
"326632",733695222,"Black Hat Miniatures : WW1 French Halflings","Tabletop Games","Games","GBP","2/9/2013",750,"1/9/2013 15:31",1871,"successful",32,"GB",3020.88,2897.63,1161.53
"202380",2030598848,"""I AM A CHILD OF GOD 2!""","Hip-Hop","Music","USD","8/30/2012",2500,"7/31/2012 7:49",25,"failed",1,"US",25,25,2500
"83912",1426669756,"Mike Dean's Debut Album!!","Music","Music","USD","3/15/2013",5000,"1/14/2013 20:54",50,"failed",1,"US",50,50,5000
"154904",1787669524,"Posh Luxury Lifestyle & Marketplace","Periodicals","Publishing","EUR","1/18/2017",15000,"12/19/2016 13:34",0,"canceled",0,"IT",0,0,15947.95
"331331",757928780,"72 Hours in Detroit","Publishing","Publishing","USD","8/8/2011",100,"7/31/2011 18:26",340,"successful",54,"US",340,340,100
"74244",1378352264,"Casablancas | The Man Who Loved Women","Documentary","Film & Video","EUR","12/16/2015",50000,"10/28/2015 17:34",50567.99,"successful",89,"FR",55938.04,54795.46,54179.99
"224032",2141248770,"Picked Up","Film & Video","Film & Video","USD","6/16/2012",7500,"5/17/2012 3:46",25,"failed",1,"US",25,25,7500
"352049",863430150,"The Complete Android M Developer Course with Android Studio","Software","Technology","GBP","7/12/2015",3000,"6/12/2015 14:50",77467.51,"successful",3517,"GB",120030.23,120799.5,4678.07
"85576",143517673,"Fuel the Dragon Wagon","Sculpture","Art","USD","7/5/2010",500,"6/12/2010 6:07",812,"successful",28,"US",812,812,500
"7743",1039093969,"Jada Sundae Book Series","Children's Books","Publishing","USD","10/3/2016",1500,"9/3/2016 0:47",0,"canceled",0,"US",0,0,1500
"170453",1867139939,"What Are They Building In There?","Shorts","Film & Video","USD","12/3/2012",3000,"10/23/2012 1:15",305,"failed",6,"US",305,305,3000
"245621",319228013,"Universal Fitness: Where Health & Fitness Meets Social Media","Apps","Technology","USD","8/28/2017",20000,"6/29/2017 18:47",3140,"failed",64,"US",75,3140,20000
"65615",1333689663,"Since The Day We Walked Out Of Water EP","Rock","Music","USD","6/23/2014",5000,"5/20/2014 2:20",5000,"successful",30,"US",5000,5000,5000
"214238",2091642765,"Support Suburban Life","Shorts","Film & Video","USD","3/25/2014",500,"2/8/2014 20:38",0,"failed",0,"US",0,0,500
"372177",966519236,"Cleveland Browns QB Competition Bus","Product Design","Design","USD","8/29/2014",8500,"7/30/2014 0:48",1033,"failed",10,"US",1033,1033,8500
"82058",1417159727,"Geekify.TV","Film & Video","Film & Video","USD","2/16/2013",1000,"1/2/2013 2:02",260,"failed",12,"US",260,260,1000
"201444",2025838989,"Steve Rogers Portrait Project Gallery Show","Installations","Art","USD","6/21/2016",1500,"6/6/2016 23:19",3655,"successful",53,"US",3655,3655,1500
"210477",207262438,"Footballer Of The Year - The Ultimate Social Football Game!","Video Games","Games","GBP","5/8/2013",75000,"4/8/2013 13:35",242,"failed",12,"GB",370.28,372.27,115373.97
"224584",2144083541,"more 3D printable ships and accessories (STL Files)","Tabletop Games","Games","EUR","10/26/2017",500,"9/26/2017 23:55",4728,"successful",119,"DE",1400.89,5486.83,580.25
"175411",1892090855,"DRIZZLE DREAMS","Art","Art","CAD","8/15/2014",5000,"7/16/2014 20:58",350,"failed",4,"CA",326.3,321.1,4587.16
"241358",297580718,"Hello, Neighbor!","Video Games","Games","USD","11/14/2015",1e+05,"10/12/2015 18:57",12809,"failed",510,"US",12809,12809,1e+05
"143895",1730937366,"Paint Me A Picture - 45 Original Poems","Poetry","Publishing","AUD","9/29/2017",600,"8/15/2017 12:46",100,"failed",1,"AU",0,78.31,469.89
"359638",902167335,"Free energy creation","Technology","Technology","USD","11/4/2016",25000,"10/5/2016 5:44",0,"suspended",0,"US",0,0,25000
"53660",1273093439,"Bringing Food to Life: Our Elementary School Garden","Food","Food","USD","5/10/2017",1500,"4/10/2017 0:00",271,"failed",17,"US",65,271,1500
"246196",322050879,"Nevada, The beauty of Wildlife","Publishing","Publishing","USD","10/3/2014",30000,"9/3/2014 6:58",0,"failed",0,"US",0,0,30000
"148578",1755247346,"Desserts (Canceled)","Food","Food","USD","12/31/2012",35000,"11/21/2012 22:33",780,"canceled",8,"US",780,780,35000
"268955",438614529,"Portable heated blanket, up to 60 degrees C of portable heat","Technology","Technology","GBP","9/3/2015",230000,"8/4/2015 19:58",450,"canceled",7,"GB",702.94,685.18,350204.03
"293758",56513858,"Elisop","Apparel","Fashion","AUD","8/30/2017",2000,"7/24/2017 2:55",20,"failed",1,"AU",15.82,15.87,1587.05
"170872",1869250526,"Community Halloween Display","Interactive Design","Design","USD","3/4/2015",150,"2/2/2015 23:19",0,"failed",0,"US",0,0,150
"103374",1525541496,"Letproof.com App - Disrupting Rental","Technology","Technology","GBP","1/12/2018",35000,"11/28/2017 11:39",45,"live",2,"GB",59.94,61.38,47739.21
"57492",1292554559,"MY LIBERTY GEAR, tshirts for Liberty Loving People!","Fashion","Fashion","USD","5/11/2013",5000,"4/11/2013 23:14",7030,"successful",66,"US",7030,7030,5000
"312812",663393662,"HOPE MILL THEATRE - CHAIR FUND","Spaces","Theater","GBP","10/6/2015",1500,"9/6/2015 18:30",1920,"successful",37,"GB",2912.58,2945.19,2300.93
"124731",1633156695,"Hunt the Wicked RPG","Tabletop Games","Games","USD","9/13/2015",2500,"8/11/2015 16:47",4373,"successful",270,"US",4373,4373,2500
"114160",1579835669,"gourmet grilled cheese sand which","Food","Food","USD","11/25/2015",40,"10/26/2015 18:32",1,"failed",1,"US",1,1,40
"14568",1073310377,"This Little Wild Bouquet: Environment, Place, & Perspective","Nonfiction","Publishing","USD","11/3/2015",25000,"10/4/2015 1:26",1727,"canceled",9,"US",1727,1727,25000
